driver_id,driver_name,age,city,phone,email,platform,vehicle_type,vehicle_condition,experience_level,preferred_shift,reason_for_joining,languages_known,overall_driver_rating,total_trips_completed,trip_completion_rate_%,cancellation_rate_%,avg_daily_earnings_INR,total_complaints,total_compliments,peak_hour_availability,interview_date,communication_score_10,driving_test_score_10,route_knowledge_score_10,customer_handling_score_10,overall_interview_score_10,document_verification,background_check_status,interview_result,rejection_reason,onboarding_date,is_currently_active
DRV042739,HITESH SHUKLA,22,Chennai,9389719376,hitesh.shukla@rediffmail.com,Uber & Rapido,SUV,Good,5+ yrs,Day,Side hustle,"Kannada, Bengali",4.2,2509,73.6,17.6,2065,36,37,Yes,2023-12-19T00:00:00Z,8.8,8.3,,9.1,11.0,N/A,,On Hold,N/A,16.02.2024,yes
DRV016476,Deepak Chaudhary,53,Ahmedabad,9729178,deepak.chaudhary@rediffmail.com,RAPIDO,auto,excellent,1-3 yrs,NIGHT,Side hustle,Hindi,3.4,5877,84.7,34.2,1554,44,86,0,2022/05/30,-0.6,7.3,7.8,4.6,6.7,na,Flagged,Selected,N/A,06/15/22,Y
DRV013847,Vikram Jha,27,Bangalroe,9891032091,vikram.jha@rediffmail.com,uber,sedan,Good,5+ yrs,none,Side hustle,Kannada,4.7,,75.4,-1.0,2163,6,57,no,2023-12-22T00:00:00Z,3.1,4.5,7.3,9.9,N/A,FAIL,pending,Selected,,18.02.2024,yes
DRV018783,Rajesh Sharma,34,Mumbai,9188142,rajesh.sharma@gmail.com,uber,NA,,Fresher,NIGHT,Family pressure,"Telugu, Bengali, Marathi",4.6,7110,87.4,17.7,₹1959,24,8,Yes,,N/A,8.5,3.3,8.9,7.3,Pass,N/A,N/A,N/A,,True
DRV009705,Rajesh Tiwari,34,Dlhi,N/A,rajesh.tiwari@gmail.com,UBER,BIKE,none,1-3 yrs,Both,Family pressure,"Tamil, Telugu, Marathi",,7620,78.5,-0.2,1949,19,52,no,2022-07-12T00:00:00Z,7.7,8.3,4.2,N/A,6.3,,Clear,Rejected,Vehicle age too old,N/A,False
DRV045075,Ramesh Singh,45,Lucknow,+91-9047095767,NULL,Uber ,Mini ,good,0-1 yr,both,none,"Telugu, Marathi, Kannada",unrated,2095,64.6,1.4,1472.00,47,99999,No,2022-02-17T00:00:00Z,10.3,,6.0,5.1,-2.0,Pending,Clear,NA,Low rating history,-,No
DRV003335,RAMESH SHUKLA,48,kolkata,XXXXXXXXXX,ramesh.shukla@@hotmail.com,rapido,suv,avg,1-3 yrs,Night,Extra income,N/A,3.5,5905,101.4,20.9,511,35,59,No,N/A,9.9,5.4,4.0,11.9,6.0,Fail,,Selected,N/A,04.02.2024,false
DRV040587,Rajesh Dubey,37,Ahmedabad,9123013389,rajesh.dubey@rediffmail.com,UBER,BIKE,good,3-5 yrs,both,Flexible hours,"Gujarati, Marathi",5.3,3036,102.2,N/A,1728,42,63,N,,4.5,5.7,4.1,12.7,5.8,pass,pending,none,none,NULL,true
DRV016660,Santosh Tripathi,27,DELHI,95461-78332,santosh.tripathi@rediffmail.com,ola,Auto,avg,Fresher,,none,"Marathi, Bengali, English",3.9,N/A,60.7,6.5,-838,21,12,True,12 March 2021,11.9,6.4,5.4,6.4,6.2,FAIL,Clear,Rejected,Low rating history,-,True
DRV036070,Sanjay Reddy,999,chennai,9451838362,sanjay.reddy@yahoo.com,n/a,auto,good,na,NIGHT,,"Telugu, Tamil",2.9,1660,79.5,101.3,2256,15,41,true,N/A,7.0,5.2,7.5,3.8,11.0,FAIL,,REJECTED,Failed driving test,,false
DRV033171,Vikram Jha,N/A,Lucknow,9601573965,vikram.jha@gmail.com,ola,Bike,,0-1 yr,N/A,Family pressure,"English, Marathi, Telugu",3.5,7748,91.6,28.5,835,40,75,yes,07 February 2022,8.2,9.1,9.0,11.9,8.1,Pass,Flagged,Rejected,,,true
DRV045528,Umesh Mishra,53,Bangalore,9090758620,umesh.mishra@gmail.com,Uber & Rapido,-,Average,0-1 yr,DAY,,NULL,6.0,4453,88.9,2.8,1304,99999,,yes,02/20/23,4.7,9.7,3.2,10.5,N/A,,,Selected,N/A,21-03-2023,Y
DRV031164,Vikram Shukla,44,Bangalore,+91-9508363214,vikram.shukla@rediffmail.com,Rapido,BIKE,Good,NA,DAY,Extra income,"Gujarati, Bengali, Kannada",2.8,1206,102.6,17.9,683,NULL,4,Y,12/22/22,3.6,12.1,6.0,8.7,N/A,N/A,N/A,On Hold,N/A,N/A,No
DRV031847,Ajay Verma,53,Chennai,+91-9913514782,ajay.verma@rediffmail.com,rapido,BIKE,poor,0-1 yr,NIGHT,Side hustle,Gujarati,4.5,NULL,62.6,1.5,836/-,NULL,32,False,26-06-2023,3.4,7.9,5.6,9.4,6.6,pass,pending,Rejected,Low rating history,N/A,False
DRV029866,Lokesh Jha,55,Delhi,9016932774,lokesh.jha@rediffmail.com,Rapido,SUV,excellent,Fresher,N/A,Extra income,Marathi,5.7,1427,99.0,33.7,1504,9,3,0,2023-10-03T00:00:00Z,4.5,5.5,8.1,7.5,N/A,Fail,Flagged,,Vehicle age too old,NULL,False
DRV015706,Harish Kumar,43,Bangalroe,9776833307,,Rapido ,Auto,Excellent,1-3 yrs,NIGHT,Extra income,"Hindi, Marathi, English",6.0,N/A,77.2,18.6,1671,11,19,YES,28 November 2022,9.8,6.0,3.6,7.9,6.8,Fail,FLAGGED,REJECTED,Low rating history,N/A,YES
DRV006200,Sanjay Gupta,55,Jaipur,9878001,sanjay.gupta@hotmail.com,Rapido,suv,Poor,5+ yrs,none,none,"Hindi, English",4.2,1118,76.7,11.0,2140,2,63,false,25.03.2022,9.8,-1.3,NULL,9.0,8.3,pending,Clear,Selected,N/A,2022-04-10T00:00:00Z,Y
DRV033357,Vijay Tripathi,38,Ahmedabad,,vijay.tripathi@rediffmail.com,uber,Mini ,Average,Fresher,DAY,N/A,"Hindi, Kannada, Tamil",2.9,3917,92.3,NULL,433,9,33,false,2022-06-06T00:00:00Z,7.9,4.6,N/A,3.1,6.1,FAIL,pending,On Hold,N/A,NULL,NO
DRV043972,Pradeep Singh,42,Mumbai,9583777248,pradeep.singh@gmail.com,Uber & Rapido,Bike,,3-5 yrs,Both,none,"Hindi, English, Gujarati",2.6,7379,84.4,2.1,1366,41,2,True,20 September 2023,4.3,8.7,6.3,8.4,6.9,-,,On Hold,N/A,-,1
DRV028665,Amit Reddy,24,Mumbai,9341466697,amit.reddy@rediffmail.com,Rapido,BIKE,Poor,3-5 yrs,Day,,"Telugu, English",4.5,6421,63.1,33.7,615,40,16,Yes,2022/08/23,NULL,9.3,9.5,N/A,7.8,pending,,Selected,N/A,10/03/22,1
DRV020873,Harish Shukla,40,Lucknow,9241723117,harish.shukla@rediffmail.com,Rapido ,NA,good,Fresher,Night,Full time job,"Bengali, Gujarati",3.4,,101.8,27.6,678,46,99999,NO,07-02-2024,3.3,9.4,3.4,,5.8,N/A,N/A,Rejected,Incomplete documents,NULL,False
DRV022824,pankaj jha,52,Delhi,9081642934,pankaj.jha@rediffmail.com,Uber ,SUV,Poor,1-3 yrs,Night,Side hustle,Gujarati,4.3,86,75.4,24.3,823,48,N/A,no,2021-02-26T00:00:00Z,4.9,9.7,9.8,5.5,7.5,n/a,Clear,Selected,N/A,2021-03-26T00:00:00Z,Y
DRV000925,Ravi Shukla,28,Ahmedabad,9753221971,ravi.shukla@gmail.com,uber,Mini ,Excellent,3-5 yrs,DAY,Not disclosed,Gujarati,unrated,2411,83.2,26.3,₹710,11,24,YES,06/20/22,9.3,5.7,8.1,4.1,6.8,FAIL,Clear,Selected,N/A,2022/07/30,1
DRV032932,Rakesh Gupta,20,Hyderabad,9409918520,rakesh.gupta@hotmail.com,Rapido,sedan,Good,1-3 yrs,both,none,"Telugu, Bengali, Tamil",2.9,,95.8,2.0,498.00,13,99999,yes,2021/07/13,6.1,9.2,9.2,NULL,8.5,,FLAGGED,On Hold,none,NULL,1
DRV011504,Girish Kumar,46,Kolkata,9472140,girish.kumar@hotmail.com,uber,Auto,Excellent,Fresher,both,Not disclosed,Gujarati,-1.0,-1444,67.6,13.6,892,99999,75,Y,25 February 2023,11.0,-0.3,5.0,7.3,5.9,pending,Flagged,Selected,-,12.03.2023,no
DRV029031,Hitesh Tripathi,21,ahmedabad,9201149350,hitesh.tripathi@yahoo.com,Uber,Unknown,good,3-5 yrs,both,Extra income,English,unrated,3706,68.5,0.5,855,N/A,84,false,11 July 2022,5.0,8.1,5.9,3.8,5.7,FAIL,Flagged,Selected,N/A,24-07-2022,Y
DRV021465,Mukesh Kumar,-49,Chennai,9664433496,mukesh.kumar@rediffmail.com,Uber,Mini,-,5+ yrs,DAY,none,"Bengali, Hindi",4.1,7052,88.4,34.0,2293,1,14,True,03/26/23,8.0,5.4,3.8,-1.2,5.4,N/A,Flagged,Rejected,Poor communication,N/A,True
DRV006692,Ramesh Patel,51,Mumbai,9944906,ramesh.patel@gmail.com,UBER,BIKE,avg,5+ yrs,None,N/A,"Telugu, Kannada",unrated,28,88.5,16.7,1551,,84,True,02/19/23,-1.2,9.5,7.5,7.8,8.0,unknown,Clear,Selected,N/A,22.03.2023,no
DRV005013,Ramesh Kumar,53,Jaipur,,ramesh.kumar@gmail,Uber & Rapido,Auto,GOOD,3-5 yrs,NA,Extra income,"Hindi, Telugu",5.5,6298,73.2,33.2,2231,0,54,N,01-12-2023,4.8,6.2,N/A,N/A,6.8,Pending,Clear,Selected,Unknown,24-12-2023,No
DRV045548,Bh@r@t Verm@,-55,Chennai,9501102946,bharat.verma@@hotmail.com,Uber ,suv,poor,3-5 yrs,Night,Family pressure,"English, Hindi",3.7,5177,79.4,28.5,Rs.461,21,88,Yes,28-02-2022,9.8,4.8,3.5,-1.0,5.3,Fail,N/A,Rejected,Vehicle age too old,,No
DRV019990,Anil Sharma,21 yrs,Chennai,9984863094,anil.sharma@gmail,UBER,Sedan,poor,5+ yrs,Night ,Extra income,Tamil,,7093,-1.9,15.3,1613,43,88,No,08/31/21,4.4,5.4,4.8,8.1,5.7,Pass,Flagged,Rejected,Failed driving test,-,true
DRV045400,Rajesh Kumar,29,Hyderabad,9137753681,rajesh.kumar@yahoo.com,RAPIDO,,,1-3 yrs,Day,Side hustle,"Bengali, Telugu",2.7,3191,77.0,102.1,1272,29,4,True,2023-09-01T00:00:00Z,4.4,5.5,9.9,4.7,6.1,N/A,Pending,,N/A,09 September 2023,true
DRV025692,rakesh gupta,-47,Jaipur,9064462064,rakesh.gupta@gmail.com,Rapido,BIKE,excellent,unknown,,Extra income,"Tamil, English",2.5,6666,NULL,21.4,896,6,4,no,25-08-2022,4.6,6.8,N/A,N/A,5.8,Unknown,FLAGGED,On Hold,N/A,NULL,no
DRV011724,Naresh Sharma,27 yrs,Delhi,9323119,naresh.sharma@gmail.com,UBER,sedan,Excellent,1-3 yrs,Night ,Lost previous job,Tamil,4.8,7046,63.7,N/A,665,99999,100,true,21-07-2021,3.9,8.1,4.4,3.8,5.0,N/A,FLAGGED,On Hold,N/A,N/A,no
DRV038640,Dinesh Yadav,45,Chennai,9989599318,dinesh.yadavhotmail.com,ola,suv,avg,Fresher,,Side hustle,"Hindi, English",4.5,1112,71.6,7.9,553,37,11,No,September 2021,8.5,10.0,-0.7,3.4,6.6,N/A,pending,none,N/A,NULL,true
DRV012085,Mukesh Yadav,24,Lucknow,9137453982,mukesh.yadav@rediffmail.com,Rapido,SUV,poor,5+ yrs,Night ,Flexible hours,"Tamil, Bengali",3.4,5006,N/A,,579,36,30,true,08-04-2024,4.9,4.1,5.0,4.3,4.6,Fail,Flagged,REJECTED,Not applicable,N/A,no
DRV041470,Rakesh Jha,40,Pune,9898411776,rakesh.jha@yahoo.com,Rapido,Auto,good,1-3 yrs,NIGHT,N/A,"Kannada, Hindi, Tamil",4.8,4800,,1.4,566,41,99999,YES,01/11/22,-0.3,9.7,6.6,4.9,7.0,Pass,Flagged,Selected,N/A,February 2022,false
DRV035946,Naresh Pandey,34,Lucknow,,naresh.pandeygmail.com,Uber ,Auto,GOOD,0-1 yr,Night,NULL,Gujarati,4.5,2638,NULL,,1747,20,1,Y,2023/06/11,-1.4,6.2,6.6,6.6,N/A,N/A,unknown,On Hold,N/A,N/A,yes
DRV031633,Sanjay Shukla,48,Delhi,9103107913,sanjay.shukla@hotmail.com,rapido,SUV,N/A,5+ yrs,,none,"Hindi, Tamil, Telugu",-0.4,7670,90.2,31.5,2095,17,NULL,no,04.01.2024,11.7,7.5,9.5,6.7,7.7,pending,Pending,Rejected,Not applicable,-,yes
DRV002951,Hitesh Verma,21,Lucknow,9899930938,hitesh.verma@rediffmail.com,Uber,Bike,poor,0-1 yr,Night,N/A,"Tamil, English, Hindi",4.3,7711,80.8,26.0,1642,21,40,no,2023-09-30T00:00:00Z,4.0,8.4,8.1,8.1,7.2,Pending,clear,Selected,N/A,12 November 2023,N
DRV000600,Harish Yadav,-53,Lucknow,9466410531,harish.yadav@yahoo.com,ola,SUV,poor,3-5 yrs,NIGHT,Extra income,"Marathi, Hindi",2.7,5552,91.1,2.7,Rs.1172,99999,91,0,April 2022,4.9,5.4,9.3,3.8,5.9,FAIL,Pending,selected,N/A,2022-04-26T00:00:00Z,0
DRV029346,Dinesh Rao,-45,Ahmedabad,NULL,dinesh.rao@yahoo.com,rapido,suv,,Unknown,day,Unknown,Hindi,4.1,5488,74.8,31.2,963,99999,82,1,,4.7,6.9,3.6,6.1,5.3,Pass,Flagged,Rejected,N/A,N/A,True
DRV000889,Umesh Nair,25,Pune,9697673,umesh.nair@rediffmail.com,Rapido ,Bike,n/a,3-5 yrs,N/A,none,unknown,3.4,6868,90.1,25.2,1708.00,,31,true,N/A,4.3,7.1,4.3,7.9,5.9,FAIL,,Selected,N/A,October 2023,YES
DRV045742,SURESH SHARMA,39,Mumabi,9627201,,Rapido ,-,Poor,3-5 yrs,N/A,Family pressure,"Kannada, Marathi, Hindi",3.8,2939,-1.5,100.4,764,45,40,N,14.04.2022,5.7,12.5,-1.8,3.9,5.8,Pass,Pending,Rejected,,NULL,no
DRV000175,Naveen Sharma,39,Kolkata,9324304351,naveen.sharma@rediffmail.com,RAPIDO,BIKE,N/A,0-1 yr,,Extra income,"Hindi, Tamil, Kannada",2.6,865,-1.0,19.1,866,46,99999,yes,April 2024,8.6,5.4,3.2,11.5,6.6,,,On Hold,N/A,-,Yes
DRV044394,Hitesh Chaudhary,53,Ahmedabad,9038796704,N/A,Rapido ,Auto,poor,5+ yrs,NIGHT,Extra income,"Kannada, Marathi, Tamil",-0.5,1920,90.3,34.3,1408,41,12,1,09 February 2024,4.4,5.1,-1.3,6.1,6.2,Fail,Flagged,On Hold,N/A,NULL,no
DRV034217,Rakesh Yadav,48,Mumbai,9677452777,rakesh.yadav@yahoo.com,RAPIDO,Sedan,good,Fresher,N/A,,"Hindi, Telugu, Gujarati",N/A,475,70.9,21.4,1367,10,40,yes,07 January 2023,6.4,6.3,3.9,6.3,5.7,,clear,Selected,N/A,2023/02/25,true
DRV021269,Deepak Jha,51,Ahmedabad,99342-66776,deepak.jha@rediffmail.com,ola,Mini,avg,1-3 yrs,Night ,Flexible hours,"Hindi, Telugu, English",4.5,7320,96.6,16.3,1527,9,99999,Yes,02.08.2023,7.6,8.7,,7.7,7.4,Fail,Clear,Selected,N/A,August 2023,0
DRV035984,Naveen Verma,52,Kolkata,N/A,naveen.verma@rediffmail.com,RAPIDO,sedan,excellent,5+ yrs,N/A,,Telugu,3.8,6567,87.3,18.4,-2330,30,39,True,NULL,3.6,4.5,8.1,5.9,5.5,pending,Pending,On Hold,N/A,N/A,yes
DRV016175,Mahesh Srivastava,-47,Jaipur,9549737792,mahesh.srivastava@hotmail.com,Uber,Bike,excellent,3-5 yrs,Day,none,"Hindi, Telugu",3.4,1435,75.0,24.7,Rs.1374,0,28,NO,2021-05-11T00:00:00Z,4.7,8.8,3.3,-0.9,6.6,FAIL,FLAGGED,Rejected,Background check failed,-,NO
DRV006437,Sunil Patel,24,Lucknow,9640716109,sunil.patel@yahoo.com,Uber,sedan,,Fresher,day,Family pressure,none,4.7,N/A,NULL,21.0,-2402,27,24,yes,2022-01-21T00:00:00Z,6.5,6.7,5.6,7.9,6.7,pending,N/A,Rejected,none,-,True
DRV024957,Ramesh Shukla,36,Kolkata,N/A,ramesh.shukla@hotmail.com,Uber ,Auto,Poor,3-5 yrs,both,Family pressure,"Gujarati, Tamil, Telugu",2.5,3188,82.2,N/A,1172,22,39,No,15-08-2022,-1.2,6.5,6.9,5.4,6.7,pass,,On Hold,N/A,N/A,0
DRV003586,Mukesh Chauhan,24,Kolkata,9392492120,mukesh.chauhan@yahoo.com,RAPIDO,BIKE,poor,3-5 yrs,Day,,"Tamil, Marathi, Telugu",4.4,2511,66.4,NULL,Rs.1186,39,33,False,08/29/23,5.9,4.2,6.0,N/A,5.0,FAIL,,unknown,Poor communication,NULL,YES
DRV009635,SUNIL YADAV,48,DELHI,9501240160,sunil.yadav@yahoo.com,Uber & Rapido,Mini,Average,0-1 yr,both,Extra income,"Bengali, Tamil, Gujarati",4.4,916,88.7,23.9,783,16,93,no,23-01-2022,4.6,12.9,9.8,,11.1,N/A,Clear,On Hold,N/A,2022-01-24T00:00:00Z,Yes
NULL,Vijay Verma,30,MUMBAI,9538309,vijay.verma@hotmail.com,Rapido,sedan,N/A,0-1 yr,both,Unknown,Marathi,4.3,7113,61.3,-1.4,1463,11,31,NO,NULL,7.5,5.1,7.0,-1.0,6.6,na,Clear,Selected,N/A,2023/08/23,False
DRV016835,santosh jha,37,JAIPUR,N/A,santosh.jha@gmail.com,RAPIDO,BIKE,Average,0-1 yr,Day,Side hustle,"Hindi, Gujarati",3.3,4596,74.4,28.5,2265,27,99999,0,2021/09/13,6.3,8.6,7.1,,7.2,Pass,Flagged,Selected,N/A,,no
DRV004631,Manoj Jha,44,Hyderabad,9335753807,manoj.jha@gmail.com,Uber ,Auto,,3-5 yrs,,Lost previous job,"Tamil, Hindi",4.6,6174,60.6,3.5,Rs.1709,6,82,True,2024-01-29T00:00:00Z,8.2,8.8,6.5,N/A,7.3,pass,pending,On Hold,N/A,2024-03-14T00:00:00Z,False
DRV015950,Lokesh Singh,30,Hyderabad,9026430677,lokesh.singh@@rediffmail.com,Uber & Rapido,suv,Average,3-5 yrs,Night,Flexible hours,"Marathi, Telugu",4.1,5981,72.7,31.5,2214,27,52,YES,24-03-2024,8.4,9.0,-0.1,9.2,7.8,Pending,Clear,Selected,N/A,2024-04-07T00:00:00Z,Y
DRV028443,SURESH KUMAR,,Mumbai,9963452452,suresh.kumar@yahoo.com,ola,Sedan,excellent,Fresher,DAY,,Tamil,4.1,4736,85.0,28.4,1380,6,99999,no,2022-10-02T00:00:00Z,9.0,7.5,N/A,5.4,6.8,,clear,Rejected,Not applicable,NULL,yes
DRV018246,Anil Rao,34,HYDERABAD,9664352067,anil.rao@hotmail.com,,BIKE,avg,3-5 yrs,NIGHT,Full time job,Unknown,3.4,7743,NULL,34.4,1828/-,43,84,False,10/26/21,8.4,6.1,5.4,8.0,7.0,Pass,,selected,N/A,N/A,Yes
DRV042610,Anil Yadav,44,Bangalore,9306178384,anil.yadavyahoo.com,Rapido,BIKE,avg,unknown,day,Extra income,Tamil,5.7,,87.5,-1.2,1211,32,98,0,,NULL,7.5,6.5,3.7,6.1,Pass,N/A,Selected,N/A,03/01/24,Y
DRV011175,Lokesh Reddy,45,Pune,9968024542,lokesh.reddy@yahoo,rapido,Unknown,Good,1-3 yrs,Day,Extra income,"Marathi, English, Kannada",3.2,4003,66.0,,501,5,47,no,08/19/21,8.0,8.4,9.9,,8.3,Pending,Clear,On Hold,N/A,,YES
DRV013481,pradeep nair,29,Lucknow,9568081856,pradeep.nair@yahoo.com,Uber & Rapido,sedan,GOOD,5+ yrs,NIGHT,Side hustle,"Telugu, Bengali",5.0,2241,N/A,22.0,N/A,15,99999,no,N/A,-1.3,9.1,6.1,9.9,7.5,Fail,NA,Selected,N/A,2021-03-17T00:00:00Z,NO
DRV032250,HITESH TIWARI,49,ahmedabad,+91-9909760499,hitesh.tiwari@rediffmail.com,uber,Auto,avg,Fresher,N/A,Lost previous job,"Bengali, Gujarati",4.2,2327,81.5,32.0,₹2319,39,,True,08/13/23,3.4,-0.5,-0.3,3.2,6.4,Fail,FLAGGED,Rejected,Background check failed,-,true
DRV029919,Dinesh Singh,999,Chennai,9668280586,dinesh.singh@rediffmail.com,UBER,suv,excellent,5+ yrs,both,Full time job,"Kannada, Hindi",4.2,5850,86.8,22.4,₹2062,99999,8,true,02/19/24,12.3,6.2,7.1,3.9,5.1,Fail,Pending,On Hold,N/A,-,No
DRV040926,Vikram Verma,unknown,Lucknow,+91-9529341794,vikram.vermarediffmail.com,N/A,suv,,,both,N/A,"Bengali, Kannada",2.6,7644,97.8,NULL,1979,37,2,N,NULL,5.8,7.1,12.4,-1.0,5.8,Pass,Clear,On Hold,unknown,N/A,False
DRV040490,VIKRAM MISHRA,42,pune,9933806212,vikram.mishra@hotmail.com,Rapido ,BIKE,Excellent,5+ yrs,N/A,Flexible hours,"Kannada, Tamil",3.7,5355,62.2,-0.8,1139,30,47,False,April 2021,5.1,9.9,3.9,9.2,7.0,,Pending,Rejected,Vehicle age too old,,no
DRV019238,  Rajesh Jha  ,35,Delhi,NULL,rajesh.jha@rediffmail.com,NULL,Bike,avg,3-5 yrs,Day,Side hustle,Kannada,4.4,7718,85.9,17.1,-2313,10,56,yes,2023-11-11T00:00:00Z,9.2,11.3,6.4,7.8,7.1,Fail,,none,N/A,N/A,YES
DRV008720,Vikram Yadav,30,AHMEDABAD,+91-9239614057,vikram.yadav@hotmail.com,UBER,Auto,Good,-,both,none,"Bengali, Marathi, Hindi",4.4,,81.5,13.4,2346,23,99999,Y,2022-04-15T00:00:00Z,8.0,4.5,5.1,8.8,6.6,Pass,clear,Selected,Poor communication,N/A,False
DRV030334,SURESH PATEL,30,Delhi,9314192843,suresh.patel@hotmail.com,UBER,Sedan,unknown,5+ yrs,DAY,N/A,"Marathi, Gujarati, Bengali",6.2,1763,80.1,101.6,1267,12,63,no,2022-09-02T00:00:00Z,9.7,12.0,11.0,6.2,NULL,pass,Pending,Selected,N/A,10/06/22,N
DRV040891,mahesh tiwari,999,Delhi,9501717725,mahesh.tiwari@hotmail.com,rapido,suv,excellent,0-1 yr,NIGHT,Flexible hours,"Tamil, Bengali",4.7,6455,102.2,3.4,1079,0,53,Y,10 April 2024,10.0,8.2,10.3,8.8,8.6,Fail,clear,None,N/A,28 May 2024,True
DRV021405,Ajay Jha,28,Jaipur,N/A,ajay.jha@rediffmail.com,Rapido,suv,GOOD,0-1 yr,Night,Flexible hours,"Hindi, English, Bengali",4.5,4625,N/A,-0.6,2494,39,99999,false,12.12.2023,5.7,6.3,3.0,7.9,5.7,pending,Flagged,Rejected,none,-,yes
DRV034615,Ramesh Gupta,-28,Hyderabad,9906167530,ramesh.gupta@yahoo.com,Uber ,auto,good,0-1 yr,Night,Not disclosed,"Gujarati, Marathi, Telugu",3.5,5895,79.6,8.5,2323,3,14,0,12 February 2021,6.6,6.7,5.9,4.6,6.0,,Clear,On Hold,N/A,N/A,1
DRV005106,Hitesh Yadav,21,Bangalore,9452251948,hitesh.yadav@yahoo.com,Uber,Mini ,excellent,5+ yrs,Night,N/A,"Kannada, Hindi, English",3.3,5984,81.9,22.8,₹1492,49,6,false,NULL,6.9,7.7,7.2,N/A,,Pending,N/A,On Hold,N/A,N/A,YES
DRV043849,anil chaudhary,40,Lucknow,9130650274,anil.chaudhary@hotmail.com,Uber ,Sedan,good,1-3 yrs,N/A,Full time job,Marathi,2.8,2928,71.0,0.6,525,26,21,false,26-01-2022,12.8,11.8,8.6,5.7,7.4,,clear,Selected,N/A,2022-03-07T00:00:00Z,1
DRV012781,Santosh Singh,24,Lucknow,9779357028,N/A,Rapido ,auto,none,1-3 yrs,N/A,,"Bengali, Kannada",2.8,6030,87.5,14.4,-404,22,99999,N,15.10.2022,4.0,7.0,7.1,12.8,6.5,Fail,unknown,On Hold,N/A,N/A,Y
DRV025536,RAMESH PATEL,38,Ahmedabad,91925-41554,ramesh.patel@yahoo.com,UBER,SUV,excellent,1-3 yrs,NIGHT,,"Kannada, English",2.8,2615,62.3,4.5,1558/-,3,9,Yes,2022-12-05T00:00:00Z,5.2,6.4,7.5,9.1,7.1,,clear,Rejected,none,N/A,YES
DRV024060,Ramesh Patel,25,Kolkata,9723523477,ramesh.patel@rediffmail.com,UBER,BIKE,poor,Fresher,Day,Flexible hours,"Kannada, Gujarati, Hindi",4.8,5051,98.3,0.7,2270.00,42,68,1,26-04-2021,5.8,10.6,6.9,4.8,NULL,pass,Pending,On Hold,N/A,,Y
DRV030589,Lokesh Mishra,999,Pune,9678651739,lokesh.mishra@hotmail,uber,SUV,excellent,5+ yrs,NIGHT,N/A,Kannada,5.0,99999,81.1,4.1,1311,0,31,NO,13.08.2022,10.8,8.1,4.3,3.5,5.0,Pass,pending,,N/A,,N
DRV006034,UMESH REDDY,N/A,Kolkata,9481350114,umesh.reddy@yahoo.com,RAPIDO,BIKE,Average,3-5 yrs,day,Flexible hours,Hindi,3.5,3461,88.6,20.4,1897,36,74,Yes,01/05/22,5.6,9.4,6.7,4.8,-0.5,FAIL,FLAGGED,On Hold,N/A,N/A,false
DRV005488,Yogesh Jha,48,Chennai,9630078211,yogesh.jha@hotmail,rapido,sedan,Poor,0-1 yr,day,Full time job,"Gujarati, Marathi, Tamil",3.8,4404,76.1,32.6,2500,35,95,NO,03/31/23,7.2,7.4,3.0,12.4,6.4,pending,,Selected,N/A,05/20/23,yes
DRV035476,Vijay Sharma,-48,Bangalore,9774850317,vijay.sharma@hotmail.com,Uber,Sedan,Poor,5+ yrs,NIGHT,Family pressure,Tamil,N/A,4933,,20.0,1918,1,53,no,2022/08/01,-0.4,5.1,6.8,7.8,6.8,N/A,Pending,Rejected,NULL,NULL,True
DRV045176,Santosh Tiwari,35,Kolkata,9219093159,,rapido,auto,Good,None,,None,none,3.0,409,71.6,27.1,517,39,99999,0,27-11-2022,9.3,5.6,-0.3,4.6,6.0,Fail,,On Hold,N/A,,1
DRV017010,Rakesh Shukla,33,Ahmedabad,9900176627,rakesh.shukla@rediffmail.com,Unknown,Sedan,excellent,0-1 yr,Night ,N/A,"Kannada, English",,7225,94.4,0.7,1349,N/A,21,1,NULL,10.5,9.1,10.3,6.8,6.8,pending,FLAGGED,selected,none,-,YES
DRV040085,Sanjay Singh,28,Bangalore,9958340632,sanjay.singh@yahoo.com,Uber,suv,GOOD,3-5 yrs,Night ,none,"Gujarati, Bengali, Kannada",4.6,3357,78.1,18.8,799,4,92,No,2024/01/03,8.7,N/A,8.4,4.6,6.7,Fail,N/A,On Hold,N/A,NULL,yes
DRV046066,SURESH SHARMA,29,Lucknow,9429604744,suresh.sharma@gmail.com,Uber,suv,,Fresher,DAY,Family pressure,"Telugu, Hindi",3.4,1318,95.5,NULL,1285,34,78,NO,03 December 2022,,6.7,9.9,3.2,,N/A,Pending,Selected,N/A,23 January 2023,False
DRV026341,Girish Shukla,54,Jaipur,9503675752,girish.shukla@hotmail.com,UBER,auto,Good,0-1 yr,None,Lost previous job,Marathi,,3178,101.9,23.8,511,44,75,false,2021-01-31T00:00:00Z,7.9,6.6,3.0,8.0,6.4,,pending,On Hold,N/A,NULL,yes
DRV048794,  Sanjay Yadav  ,20,CHENNAI,9123608988,sanjay.yadav@hotmail.com,Uber,auto,GOOD,0-1 yr,Night ,Side hustle,Tamil,4.3,1028,100.4,7.7,1506,3,83,0,14.05.2023,9.4,4.9,12.1,9.5,8.3,Pass,pending,N/A,N/A,12.06.2023,No
